values,values0,values1,values2,values3,Sum,PosScore,NegScore,NeuScore,Sociability_dict,Sociability_dir,Morality_dict,Morality_dir,Ability_dict,Ability_dir,Agency_dict,Agency_dir,health_dict,health_dir,Status_dict,Status_dir,work_dict,work_dir_dummy,Politics_dict,Politics_dir,Religion_dict,Religion_dir,beliefsother_dict,beliefsother_dir_dummy,inhabitant_dict,country_dict,feeling_dict,relative_dict,clothing_dict,ordinariness_dict,ordinariness_dir,bodpart_dict,bodprop_dict,skin_dict,bodcov_dict,beauty_dict,beauty_dir,insults_dict,stem_dict,humanities_dict,art_dict,socialgroups_dict,Lacksknowledge_dict,fortune_dict
expect,expect,expect,expect,expect,1,0.12,0.12,0.76,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0
fetish,fetish,fetish,fetish,fetish,1,0.17,0.08,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
fire,fire,fire,fire,fire,1,0.38,0.25,0.37,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
frustration,frustration,frustration,frustration,frustration,1,0,0.31,0.69,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
hope,hope,hope,hope,hope,1,0.29,0.12,0.59,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
hunger,hunger,hunger,hunger,hunger,1,0.5,0,0.5,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
hysteria,hysteria,hysteria,hysteria,hysteria,1,0,0.75,0.25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
indignation,indignation,indignation,indignation,indignation,1,0.5,0.5,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
infatuated,infatuated,infatuated,infatuated,infatuated,1,0.75,0,0.25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
infatuation,infatuation,infatuation,infatuation,infatuation,1,0.5,0,0.5,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
interest,interest,interest,interest,interest,1,0.17,0,0.83,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
move,move,move,move,move,1,0.19,0.06,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
pall,pall,pall,pall,pall,1,0.08,0.17,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
palliate,palliate,palliate,palliate,palliate,1,0.12,0,0.88,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
panic attack,panic attack,panicattack,panicattack,panicattack,1,0,0.25,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
pleasure,pleasure,pleasure,pleasure,pleasure,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
provoke,provoke,provoke,provoke,provoke,1,0,0.12,0.88,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
rack,rack,rack,rack,rack,1,0.12,0,0.88,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
rag,rag,rag,rag,rag,1,0,0.06,0.94,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
rapture,rapture,rapture,rapture,rapture,1,0.25,0.12,0.63,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
relish,relish,relish,relish,relish,1,0.56,0,0.44,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
rhapsody,rhapsody,rhapsody,rhapsody,rhapsody,1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
rush,rush,rush,rush,rush,1,0.12,0.12,0.76,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sanguine,sanguine,sanguine,sanguine,sanguine,1,0.56,0,0.44,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
satisfaction,satisfaction,satisfaction,satisfaction,satisfaction,1,0.31,0.25,0.44,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
Schadenfreude,schadenfreude,schadenfreude,schadenfreude,schadenfreude,1,0,0.25,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sensuousness,sensuousness,sensuousness,sensuousness,sensuousnes,1,0.25,0.38,0.37,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sex,sex,sex,sex,sex,1,0.12,0.09,0.79,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
sexual pleasure,sexual pleasure,sexualpleasure,sexualpleasure,sexualpleasure,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0
sexy,sexy,sexy,sexy,sexy,1,0.62,0,0.38,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0
shiver,shiver,shiver,shiver,shiver,1,0.25,0.19,0.56,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
shudder,shudder,shudder,shudder,shudder,1,0.25,0.19,0.56,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sicken,sicken,sicken,sicken,sicken,1,0.06,0.31,0.63,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
silver lining,silver lining,silverlining,silverlining,silverlining,1,0,0.38,0.62,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sinking feeling,sinking feeling,sinkingfeeling,sinkingfeeling,sinkingfeeling,1,0.12,0.5,0.38,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
slaphappy,slaphappy,slaphappy,slaphappy,slaphappy,1,0.5,0,0.5,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
spellbind,spellbind,spellbind,spellbind,spellbind,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0
stage fright,stage fright,stagefright,stagefright,stagefright,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
Stoicism,stoicism,stoicism,stoicism,stoicism,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
storm,storm,storm,storm,storm,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
stormy,stormy,stormy,stormy,stormy,1,0.19,0.62,0.19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
tempt,tempt,tempt,tempt,tempt,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0
thirst,thirst,thirst,thirst,thirst,1,0.5,0,0.5,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
thrill,thrill,thrill,thrill,thrill,1,0.19,0.19,0.62,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
tingle,tingle,tingle,tingle,tingle,1,0.06,0.56,0.38,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
titillation,titillation,titillation,titillation,titillation,1,0.12,0.62,0.26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
transport,transport,transport,transport,transport,1,0.19,0.06,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
triumph,triumph,triumph,triumph,triumph,1,0.34,0,0.66,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
unfeeling,unfeeling,unfeeling,unfeeling,unfeeling,1,0.25,0.62,0.13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
unhappiness,unhappiness,unhappiness,unhappiness,unhappines,1,0,0.69,0.31,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
weighty,weighty,weighty,weighty,weighty,1,0.08,0.38,0.54,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
bellybutton,bellybutton,bellybutton,bellybutton,bellybutton,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
belly button,belly button,bellybutton,bellybutton,bellybutton,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
buttocks,buttocks,buttocks,buttock,buttock,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
buttock,buttock,buttock,buttock,buttock,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
earlobe,earlobe,earlobe,earlobe,earlobe,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
ear lobe,ear lobe,earlobe,earlobe,earlobe,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
eyes,eyes,eyes,eye,eye,1,0.5,0.25,0.25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
footing,footing,footing,foot,foot,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
gallbladder,gallbladder,gallbladder,gallbladder,gallbladder,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
gall bladder,gall bladder,gallbladder,gallbladder,gallbladder,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
legging,legging,legging,leg,leg,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
loin,loin,loin,loin,loin,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
loins,loins,loins,loin,loin,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
pubes,pubes,pubes,pubis,pubi,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
pubis,pubis,pubis,pubis,pubi,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
tastebud,tastebud,tastebud,tastebud,tastebud,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
taste bud,taste bud,tastebud,tastebud,tastebud,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
tooth,tooth,tooth,tooth,tooth,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
teeth,teeth,teeth,tooth,tooth,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
ab,ab,ab,ab,ab,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
abdomen,abdomen,abdomen,abdomen,abdomen,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
abdominal,abdominal,abdominal,abdominal,abdominal,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
appendix,appendix,appendix,appendix,appendix,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
areola,areola,areola,areola,areola,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
armpit,armpit,armpit,armpit,armpit,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
arteria,arteria,arteria,arteria,arteria,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
axilla,axilla,axilla,axilla,axilla,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
belly,belly,belly,belly,belly,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
biceps,biceps,biceps,biceps,bicep,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
black eyed,black eyed,blackeyed,blackeyed,blackeyed,1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
bladder,bladder,bladder,bladder,bladder,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
blue eyed,blue eyed,blueeyed,blueeyed,blueeyed,1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
bone,bone,bone,bone,bone,1,0,0.06,0.94,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
boob,boob,boob,boob,boob,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
bottom,bottom,bottom,bottom,bottom,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
bowel,bowel,bowel,bowel,bowel,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
brown eyed,brown eyed,browneyed,browneyed,browneyed,1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
buns,buns,buns,bun,bun,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
calf,calf,calf,calf,calf,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
cavity,cavity,cavity,cavity,cavity,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
cornea,cornea,cornea,cornea,cornea,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
cortex,cortex,cortex,cortex,cortex,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
cranium,cranium,cranium,cranium,cranium,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
eyeball,eyeball,eyeball,eyeball,eyeball,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
eye socket,eye socket,eyesocket,eyesocket,eyesocket,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
female genitalia,female genitalia,femalegenitalia,femalegenitalia,femalegenitalia,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
genitals,genitals,genitals,genitals,genital,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
genitalia,genitalia,genitalia,genitalia,genitalia,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
genital organ,genital organ,genitalorgan,genitalorgan,genitalorgan,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
germ,germ,germ,germ,germ,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
glute,glute,glute,glute,glute,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
gluteus,gluteus,gluteus,gluteus,gluteu,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
gluteus maximus,gluteus maximus,gluteusmaximus,gluteusmaximus,gluteusmaximu,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
grey matter,grey matter,greymatter,greymatter,greymatter,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
groin,groin,groin,groin,groin,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
gum,gum,gum,gum,gum,1,0,0.25,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
hamstring,hamstring,hamstring,hamstring,hamstring,1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
hazel eyed,hazel eyed,hazeleyed,hazeleyed,hazeleyed,1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
hole,hole,hole,hole,hole,1,0,0.12,0.88,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
