"","values","values0","values1","values2","values3","Sum","PosScore","NegScore","NeuScore","Sociability_dict","Sociability_dir","Morality_dict","Morality_dir","Ability_dict","Ability_dir","Agency_dict","Agency_dir","health_dict","health_dir","Status_dict","Status_dir","work_dict","work_dir_dummy","Politics_dict","Politics_dir","Religion_dict","Religion_dir","beliefsother_dict","beliefsother_dir_dummy","inhabitant_dict","country_dict","feeling_dict","relative_dict","clothing_dict","ordinariness_dict","ordinariness_dir","bodpart_dict","bodprop_dict","skin_dict","bodcov_dict","beauty_dict","beauty_dir","insults_dict","stem_dict","humanities_dict","art_dict","socialgroups_dict","Lacksknowledge_dict","fortune_dict"
"17466","Vanir","vanir","vanir","vanir","vanir",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17467","vanish","vanish","vanish","vanish","vanish",1,0,0.38,0.62,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,-1,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17468","vantage","vantage","vantage","vantage","vantage",1,0.62,0,0.38,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17469","vanuatu","vanuatu","vanuatu","vanuatu","vanuatu",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17470","vapidity","vapidity","vapidity","vapidity","vapidity",1,0.38,0.38,0.24,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17471","vapidness","vapidness","vapidness","vapidness","vapidnes",1,0.38,0.38,0.24,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17472","vaquero","vaquero","vaquero","vaquero","vaquero",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17473","variation","variation","variation","variation","variation",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,0,0
"17474","varicella","varicella","varicella","varicella","varicella",1,0,0.12,0.88,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17475","varicose","varicose","varicose","varicose","varicose",1,0,0.88,0.12,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17481","varlet","varlet","varlet","varlet","varlet",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17482","varmint","varmint","varmint","varmint","varmint",1,0,0.25,0.75,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17483","varnish","varnish","varnish","varnish","varnish",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17486","varus","varus","varus","varus","varu",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17487","vary","vary","vary","vary","vary",1,0,0.12,0.88,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17492","vatican","vatican","vatican","vatican","vatican",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17496","Vaudois","vaudois","vaudois","vaudois","vaudoi",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17497","vaulting","vaulting","vaulting","vault","vault",1,0.5,0,0.5,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17499","VD","vd","vd","vd","vd",1,0.12,0,0.88,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17502","Vedanta","vedanta","vedanta","vedanta","vedanta",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17505","vegetable","vegetable","vegetable","vegetable","vegetable",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17506","vegetal","vegetal","vegetal","vegetal","vegetal",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
"17507","vegetate","vegetate","vegetate","vegetate","vegetate",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17508","vegetative","vegetative","vegetative","vegetative","vegetative",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
"17509","vehemence","vehemence","vehemence","vehemence","vehemence",1,0,0.12,0.88,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17510","venal","venal","venal","venal","venal",1,0.62,0,0.38,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17511","venality","venality","venality","venality","venality",1,0,0,1,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17512","vend","vend","vend","vend","vend",1,0,0,1,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17513","vendor","vendor","vendor","vendor","vendor",1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17514","venerability","venerability","venerability","venerability","venerability",1,0.62,0,0.38,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17515","venerable","venerable","venerable","venerable","venerable",1,0.44,0,0.56,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17517","venereal disease","venereal disease","venerealdisease","venerealdisease","venerealdisease",1,0.12,0,0.88,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17520","venezuela","venezuela","venezuela","venezuela","venezuela",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17521","venial sin","venial sin","venialsin","venialsin","venialsin",1,0.25,0.38,0.37,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17523","ventriloquism","ventriloquism","ventriloquism","ventriloquism","ventriloquism",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17526","veracious","veracious","veracious","veracious","veraciou",1,0.38,0,0.62,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17527","veracity","veracity","veracity","veracity","veracity",1,0,0.25,0.75,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17528","verbal","verbal","verbal","verbal","verbal",1,0,0.25,0.75,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17530","verger","verger","verger","verger","verger",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17532","verifying","verifying","verifying","verify","verify",1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17534","vermin","vermin","vermin","vermin","vermin",1,0,0.25,0.75,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17535","verminous","verminous","verminous","verminous","verminou",1,0,0.88,0.12,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17536","vernacular","vernacular","vernacular","vernacular","vernacular",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17538","verruca","verruca","verruca","verruca","verruca",1,0.12,0.5,0.38,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17541","versatile","versatile","versatile","versatile","versatile",1,0,0,1,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17542","versatility","versatility","versatility","versatility","versatility",1,0.38,0,0.62,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17543","vertebrate paleontology","vertebrate paleontology","vertebratepaleontology","vertebratepaleontology","vertebratepaleontology",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
"17544","vertical","vertical","vertical","vertical","vertical",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
"17546","vertiginous","vertiginous","vertiginous","vertiginous","vertiginou",1,0,0.75,0.25,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17548","vesicoureteral reflux","vesicoureteral reflux","vesicoureteralreflux","vesicoureteralreflux","vesicoureteralreflux",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17549","vest","vest","vest","vest","vest",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17550","vestal","vestal","vestal","vestal","vestal",1,0.25,0,0.75,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17553","vestment","vestment","vestment","vestment","vestment",1,0,0.25,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17554","vestryman","vestryman","vestryman","vestryman","vestryman",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17556","vesture","vesture","vesture","vesture","vesture",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17557","vet","vet","vet","vet","vet",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17558","veteran","veteran","veteran","veteran","veteran",1,0.17,0,0.83,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17560","veterinarian","veterinarian","veterinarian","veterinarian","veterinarian",1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17561","veterinary medicine","veterinary medicine","veterinarymedicine","veterinarymedicine","veterinarymedicine",1,0,0.12,0.88,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
"17563","veto","veto","veto","veto","veto",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17564","vexatious","vexatious","vexatious","vexatious","vexatiou",1,0,0.5,0.5,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17565","vexing","vexing","vexing","vexing","vexing",1,0,0.5,0.5,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17566","VHF","vhf","vhf","vhf","vhf",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17567","viability","viability","viability","viability","viability",1,0.62,0,0.38,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17568","vicar apostolic","vicar apostolic","vicarapostolic","vicarapostolic","vicarapostolic",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17570","vice","vice","vice","vice","vice",1,0.31,0.19,0.5,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17571","vice admiral","vice admiral","viceadmiral","viceadmiral","viceadmiral",1,0.12,0.12,0.76,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17573","vicepresident","vicepresident","vicepresident","vicepresident","vicepresident",1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17575","viceroy","viceroy","viceroy","viceroy","viceroy",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17576","viciousness","viciousness","viciousness","viciousness","viciousnes",1,0.25,0.38,0.37,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17577","victim","victim","victim","victim","victim",1,0,0.06,0.94,0,NA,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17578","victimisation","victimisation","victimisation","victimisation","victimisation",1,0,0,1,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17581","victimization","victimization","victimization","victimization","victimization",1,0,0,1,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17582","victimize","victimize","victimize","victimize","victimize",1,0,0.06,0.94,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17583","victimizer","victimizer","victimizer","victimizer","victimizer",1,0,0,1,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17584","victimless crime","victimless crime","victimlesscrime","victimlesscrime","victimlesscrime",1,0,0,1,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17585","victor","victor","victor","victor","victor",1,0.25,0,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17586","Victorian","victorian","victorian","victorian","victorian",1,0.5,0.25,0.25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17587","victorious","victorious","victorious","victorious","victoriou",1,0.5,0,0.5,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17588","Vidar","vidar","vidar","vidar","vidar",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17589","vietnam","vietnam","vietnam","vietnam","vietnam",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17590","vigilance","vigilance","vigilance","vigilance","vigilance",1,0,0,1,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17592","vigilante","vigilante","vigilante","vigilante","vigilante",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17593","vileness","vileness","vileness","vileness","vilenes",1,0.31,0.62,0.07,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17594","villainous","villainous","villainous","villainous","villainou",1,0.22,0.78,0,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17596","villainy","villainy","villainy","villainy","villainy",1,0.22,0.4,0.38,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17602","vinegary","vinegary","vinegary","vinegary","vinegary",1,0,0.25,0.75,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17604","violate","violate","violate","violate","violate",1,0,0.12,0.88,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17605","violation","violation","violation","violation","violation",1,0.08,0.1,0.82,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17606","violator","violator","violator","violator","violator",1,0.19,0,0.81,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17607","violence","violence","violence","violence","violence",1,0,0.06,0.94,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17608","viraemia","viraemia","viraemia","viraemia","viraemia",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17609","viral haemorrhagic fever","viral haemorrhagic fever","viralhaemorrhagicfever","viralhaemorrhagicfever","viralhaemorrhagicfever",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17610","viral hemorrhagic fever","viral hemorrhagic fever","viralhemorrhagicfever","viralhemorrhagicfever","viralhemorrhagicfever",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17611","viral hepatitis","viral hepatitis","viralhepatitis","viralhepatitis","viralhepatiti",1,0,0.5,0.5,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17612","viral infection","viral infection","viralinfection","viralinfection","viralinfection",1,0.25,0.12,0.63,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17613","viral pneumonia","viral pneumonia","viralpneumonia","viralpneumonia","viralpneumonia",1,0,0.5,0.5,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17614","viremia","viremia","viremia","viremia","viremia",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17615","virgin","virgin","virgin","virgin","virgin",1,0.25,0,0.75,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17616","virginal","virginal","virginal","virginal","virginal",1,0.25,0,0.75,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"17619","virile","virile","virile","virile","virile",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
"17620","virility","virility","virility","virility","virility",1,0.38,0,0.62,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
"17621","virological","virological","virological","virological","virological",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
"17622","virologist","virologist","virologist","virologist","virologist",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
"17623","virology","virology","virology","virology","virology",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
