Influencer_Xhandle,Influencer_Name,Political_Follower_Name,Political_Followers_XHandle,Political_Followers,Political_Followers_Party,Occupation,Party Leaning,Known in US in General? ,Influencer,Number of Followers on X,Comments
@OnStrikeShow,,Ian Schlakman,@iSchlakman,3,,,,,,,
@OnStrikeShow,,Howie Hawkins,@HowieHawkins,3,,,,,,,
@OnStrikeShow,,Jessica Scarane,@JessforDelaware,3,,,,,,,
@PatTheSocialist,,Ian Schlakman,@iSchlakman,3,,,,,,,
@PatTheSocialist,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,3,,,,,,,
@PatTheSocialist,,Brian Matlock,@KansasBrian,3,,,,,,,
@PeoplesParty_US,,Ian Schlakman,@iSchlakman,5,,,,,,,
@PeoplesParty_US,,Al Bartell,@BartellforGov,5,,,,,,,
@PeoplesParty_US,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,5,,,,,,,
@PeoplesParty_US,,Marianne Williamson,@marwilliamson,5,,,,,,,
@PeoplesParty_US,,Howie Hawkins,@HowieHawkins,5,,,,,,,
@PunchUpPod,,Ian Schlakman,@iSchlakman,3,,,,,,,
@PunchUpPod,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,3,,,,,,,
@PunchUpPod,,Brian Matlock,@KansasBrian,3,,,,,,,
@RevBlackNetwork,,Ian Schlakman,@iSchlakman,8,,,,,,,
@RevBlackNetwork,,Elijah Manley,@iElijahManley,8,,,,,,,
@RevBlackNetwork,,Sedinam Moyowasifza-Curry,@skcmcurry,8,,,,,,,
@RevBlackNetwork,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,8,,,,,,,
@RevBlackNetwork,,Marianne Williamson,@marwilliamson,8,,,,,,,
@RevBlackNetwork,,David B. Collins,@dbcgreentx,8,,,,,,,
@RevBlackNetwork,,Brian Matlock,@KansasBrian,8,,,,,,,
@RevBlackNetwork,,Daniel Behrman,@DanForTexas,8,,,,,,,
@SabbySabs2,,Ian Schlakman,@iSchlakman,3,,,,,,,
@SabbySabs2,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,3,,,,,,,
@SabbySabs2,,David B. Collins,@dbcgreentx,3,,,,,,,
@SarcasmStardust,,Ian Schlakman,@iSchlakman,4,,,,,,,
@SarcasmStardust,,Keenan Dunham,@Kdunham4peace,4,,,,,,,
@SarcasmStardust,,David B. Collins,@dbcgreentx,4,,,,,,,
@SarcasmStardust,,Brian Matlock,@KansasBrian,4,,,,,,,
@action_4assange,,Ian Schlakman,@iSchlakman,4,,,,,,,
@action_4assange,,Keenan Dunham,@Kdunham4peace,4,,,,,,,
@action_4assange,,David B. Collins,@dbcgreentx,4,,,,,,,
@action_4assange,,Brian Matlock,@KansasBrian,4,,,,,,,
@cmkshama,,Ian Schlakman,@iSchlakman,3,,,,,,,
@cmkshama,,Howie Hawkins,@HowieHawkins,3,,,,,,,
@cmkshama,,Jessica Scarane,@JessforDelaware,3,,,,,,,
@AdamParkhomenko,,Rick Neighbors,@VoteNeighbors,4,,,,,,,
@AdamParkhomenko,,Eric Swalwell,@ericswalwell,4,,,,,,,
@AdamParkhomenko,,Bennie J. Smith,@BennieJSmith1,4,,,,,,,
@AdamParkhomenko,,Chris Janicek,@CJSenate2020,4,,,,,,,
@DougJones,,Rick Neighbors,@VoteNeighbors,6,,,,,,,
@DougJones,,Phyllis Harvey-Hall,@PhyllisDHHall,6,,,,,,,
@DougJones,,Kiani Gardner,@KianiGardner,6,,,,,,,
@DougJones,,Doug Jones,@DougJonesHQ,6,,,,,,,
@DougJones,,Kaynen Pellegrino,@RCVAlabama,6,,,,,,,
@DougJones,,James Mackler,@James_Mackler,6,,,,,,,
@DworkinReport,,Rick Neighbors,@VoteNeighbors,4,,,,,,,
@DworkinReport,,Amy McGrath,@AmyMcGrathKY,4,,,,,,,
@DworkinReport,,Joe Walsh,@WalshFreedom,4,,,,,,,
@DworkinReport,,Jaime Harrison,@harrisonjaime,4,,,,,,,
@DworkinWeekly,,Rick Neighbors,@VoteNeighbors,4,,,,,,,
@DworkinWeekly,,Amy McGrath,@AmyMcGrathKY,4,,,,,,,
@DworkinWeekly,,Joe Walsh,@WalshFreedom,4,,,,,,,
@DworkinWeekly,,Jaime Harrison,@harrisonjaime,4,,,,,,,
@Josh_Moon,,Rick Neighbors,@VoteNeighbors,5,,,,,,,
@Josh_Moon,,Chris Pringle,@PringleforAL01,5,,,,,,,
@Josh_Moon,,Phyllis Harvey-Hall,@PhyllisDHHall,5,,,,,,,
@Josh_Moon,,Kiani Gardner,@KianiGardner,5,,,,,,,
@Josh_Moon,,Kaynen Pellegrino,@RCVAlabama,5,,,,,,,
@Morehouse,,Rick Neighbors,@VoteNeighbors,5,,,,,,,
@Morehouse,,Deborah Jackson,@MayorDAJackson,5,,,,,,,
@Morehouse,,Elizabeth Warren,@ewarren,5,,,,,,,
@Morehouse,,Pete Buttigieg,@PeteButtigieg,5,,,,,,,
@Morehouse,,Jaime Harrison,@harrisonjaime,5,,,,,,,
@OversightDems,,Rick Neighbors,@VoteNeighbors,6,,,,,,,
@OversightDems,,Deval Patrick,@DevalPatrick,6,,,,,,,
@OversightDems,,Andrew Yang,@AndrewYang,6,,,,,,,
@OversightDems,,Eric Swalwell,@ericswalwell,6,,,,,,,
@OversightDems,,Pete Buttigieg,@PeteButtigieg,6,,,,,,,
@OversightDems,,Jaime Harrison,@harrisonjaime,6,,,,,,,
@PalmerReport,,Rick Neighbors,@VoteNeighbors,4,,,,,,,
@PalmerReport,,Frederic Schultz,@FredericEsq,4,,,,,,,
@PalmerReport,,Ed Tarver,@edtarverga,4,,,,,,,
@PalmerReport,,Bennie J. Smith,@BennieJSmith1,4,,,,,,,
@RepEngland70,,Rick Neighbors,@VoteNeighbors,6,,,,,,,
@RepEngland70,,Chris Pringle,@PringleforAL01,6,,,,,,,
@RepEngland70,,James Averhart,@JAverhart24,6,,,,,,,
@RepEngland70,,Kiani Gardner,@KianiGardner,6,,,,,,,
@RepEngland70,,Doug Jones,@DougJonesHQ,6,,,,,,,
@RepEngland70,,Kaynen Pellegrino,@RCVAlabama,6,,,,,,,
@RepTerriSewell,,Rick Neighbors,@VoteNeighbors,7,,,,,,,
@RepTerriSewell,,Chris Pringle,@PringleforAL01,7,,,,,,,
@RepTerriSewell,,Phyllis Harvey-Hall,@PhyllisDHHall,7,,,,,,,
@RepTerriSewell,,Adia Winfrey,@drdia,7,,,,,,,
@RepTerriSewell,,Kiani Gardner,@KianiGardner,7,,,,,,,
@RepTerriSewell,,Doug Jones,@DougJonesHQ,7,,,,,,,
@RepTerriSewell,,Kaynen Pellegrino,@RCVAlabama,7,,,,,,,
@ReverendWarnock,,Rick Neighbors,@VoteNeighbors,6,,,,,,,
@ReverendWarnock,,President Boddie,@boddieforga,6,,,,,,,
@ReverendWarnock,,Deborah Jackson,@MayorDAJackson,6,,,,,,,
@ReverendWarnock,,Elizabeth Warren,@ewarren,6,,,,,,,
@ReverendWarnock,,Pete Buttigieg,@PeteButtigieg,6,,,,,,,
@ReverendWarnock,,Jaime Harrison,@harrisonjaime,6,,,,,,,
@TabithaK,,Rick Neighbors,@VoteNeighbors,4,,,,,,,
@TabithaK,,Phyllis Harvey-Hall,@PhyllisDHHall,4,,,,,,,
@TabithaK,,Kiani Gardner,@KianiGardner,4,,,,,,,
@TabithaK,,Kaynen Pellegrino,@RCVAlabama,4,,,,,,,
@TeamWarnock,,Rick Neighbors,@VoteNeighbors,6,,,,,,,
@TeamWarnock,,President Boddie,@boddieforga,6,,,,,,,
@TeamWarnock,,Deborah Jackson,@MayorDAJackson,6,,,,,,,
@TeamWarnock,,Elizabeth Warren,@ewarren,6,,,,,,,
@TeamWarnock,,Pete Buttigieg,@PeteButtigieg,6,,,,,,,
@TeamWarnock,,Jaime Harrison,@harrisonjaime,6,,,,,,,
@TheDemCoalition,,Rick Neighbors,@VoteNeighbors,4,,,,,,,
@TheDemCoalition,,Amy McGrath,@AmyMcGrathKY,4,,,,,,,
@TheDemCoalition,,Joe Walsh,@WalshFreedom,4,,,,,,,
@TheDemCoalition,,Jaime Harrison,@harrisonjaime,4,,,,,,,
@TheDemocrats,,Rick Neighbors,@VoteNeighbors,9,,,,,,,
@TheDemocrats,,Frederic Schultz,@FredericEsq,9,,,,,,,
@TheDemocrats,,Joe Biden,@JoeBiden,9,,,,,,,
@TheDemocrats,,Joseph R. Biden,@JoeBiden,9,,,,,,,
@TheDemocrats,,Ed Tarver,@edtarverga,9,,,,,,,
@TheDemocrats,,Kiani Gardner,@KianiGardner,9,,,,,,,
@TheDemocrats,,Amy McGrath,@AmyMcGrathKY,9,,,,,,,
@TheDemocrats,,Elizabeth Warren,@ewarren,9,,,,,,,
@TheDemocrats,,Cal Cunningham,@CalforNC,9,,,,,,,
@TheDemocrats,,Gidget Groendyk,@GroendykGidget,9,,,,,,,
@TristanSnell,,Rick Neighbors,@VoteNeighbors,3,,,,,,,
@TristanSnell,,Frederic Schultz,@FredericEsq,3,,,,,,,
@TristanSnell,,Jim Vandermaas,@votevandermaas,3,,,,,,,
@funder,,Rick Neighbors,@VoteNeighbors,5,,,,,,,
@funder,,Michael Puskar,@mbpuskar,5,,,,,,,
@funder,,Amy McGrath,@AmyMcGrathKY,5,,,,,,,
@funder,,Joe Walsh,@WalshFreedom,5,,,,,,,
@funder,,Jaime Harrison,@harrisonjaime,5,,,,,,,
@msnbc,,Rick Neighbors,@VoteNeighbors,8,,,,,,,
@msnbc,,Michael Levinson,@Lev4president,8,,,,,,,
@msnbc,,Bill Weld,@GovBillWeld,8,,,,,,,
@msnbc,,President Boddie,@boddieforga,8,,,,,,,
@msnbc,,Ed Tarver,@edtarverga,8,,,,,,,
@msnbc,,Allen Buckley,@BuckleyForGA,8,,,,,,,
@msnbc,,A. Wayne Johnson,@WayneJohnson4GA,8,,,,,,,
@msnbc,,Nathan Mathis,@olenate2020,8,,,,,,,
@nbcnews,,Rick Neighbors,@VoteNeighbors,7,,,,,,,
@nbcnews,,President Boddie,@boddieforga,7,,,,,,,
@nbcnews,,Ed Tarver,@edtarverga,7,,,,,,,
@nbcnews,,Allen Buckley,@BuckleyForGA,7,,,,,,,
@nbcnews,,A. Wayne Johnson,@WayneJohnson4GA,7,,,,,,,
@nbcnews,,Nathan Mathis,@olenate2020,7,,,,,,,
@nbcnews,,Amy Colter,@AmyColter,7,,,,,,,
@randallwoodfin,,Rick Neighbors,@VoteNeighbors,6,,,,,,,
@randallwoodfin,,Phyllis Harvey-Hall,@PhyllisDHHall,6,,,,,,,
@randallwoodfin,,Adia Winfrey,@drdia,6,,,,,,,
@randallwoodfin,,Kiani Gardner,@KianiGardner,6,,,,,,,
@randallwoodfin,,Doug Jones,@DougJonesHQ,6,,,,,,,
@randallwoodfin,,Kaynen Pellegrino,@RCVAlabama,6,,,,,,,
@BernardKerik,,Hirsh Singh,@HirshSingh,3,,,,,,,
@BernardKerik,,Doug Collins,@CollinsforGA,3,,,,,,,
@BernardKerik,,Mo Brooks (i),@RepMoBrooks,3,,,,,,,
@CoryBooker,,Hirsh Singh,@HirshSingh,3,,,,,,,
@CoryBooker,,Cory Booker,@CoryBooker,3,,,,,,,
@CoryBooker,,Arvin Vohra,@VoteVohra,3,,,,,,,
@DailyCaller,,Hirsh Singh,@HirshSingh,6,,,,,,,
@DailyCaller,,Allen Whitt,@Whitt4WV,6,,,,,,,
@DailyCaller,,Allen R. Waters,@AllenWatersUSA,6,,,,,,,
@DailyCaller,,Gavin S. Clarkson,@DrGavinClarkson,6,,,,,,,
@DailyCaller,,Donald Eugene Lowe,@USPresidentLowe,6,,,,,,,
@DailyCaller,,Turning Point USA,@TPUSA,6,,,,,,,
@Jim_Jordan,,Hirsh Singh,@HirshSingh,6,,,,,,,
@Jim_Jordan,,Allen R. Waters,@AllenWatersUSA,6,,,,,,,
@Jim_Jordan,,Amy Colter,@AmyColter,6,,,,,,,
@Jim_Jordan,,Barry Moore,@RepBarryMoore,6,,,,,,,
@Jim_Jordan,,Donald Trump,@realDonaldTrump,6,,,,,,,
@Jim_Jordan,,Donald J. Trump,@realDonaldTrump,6,,,,,,,
@Jim_Jordan,,C. Wesley Morgan,@cwesleymorgan,6,,,,,,,
@RedState,,Hirsh Singh,@HirshSingh,4,,,,,,,
@RedState,,Allen R. Waters,@AllenWatersUSA,4,,,,,,,
@RedState,,Alan White,@Nomoretweedles,4,,,,,,,
@RedState,,Lee Rhodes,@figward,4,,,,,,,
@Weaponization,,Hirsh Singh,@HirshSingh,5,,,,,,,
@Weaponization,,Amy Colter,@AmyColter,5,,,,,,,
@Weaponization,,Donald Trump,@realDonaldTrump,5,,,,,,,
@Weaponization,,Donald J. Trump,@realDonaldTrump,5,,,,,,,
@Weaponization,,Mike Rogers (i),@RepMikeRogersAL,5,,,,,,,
@Weaponization,,C. Wesley Morgan,@cwesleymorgan,5,,,,,,,
@FoxNews,,Amy Klobuchar,@amyklobuchar,11,,,,,,,
@FoxNews,,Corky Messner,@corkymessner,11,,,,,,,
@FoxNews,,Bill Weld,@GovBillWeld,11,,,,,,,
@FoxNews,,Michael Katz,@drmikekatz,11,,,,,,,
@FoxNews,,Edie Bukewihge,@Vote4Edie_2016,11,,,,,,,
@FoxNews,,Gene Siadek,@gsiadek,11,,,,,,,
@FoxNews,,Barbara Ruth Bellar,@BarbaraBellar,11,,,,,,,
@FoxNews,,Matthew Matern,@Matern2020,11,,,,,,,
@FoxNews,,Donald Trump,@realDonaldTrump,11,,,,,,,
@FoxNews,,Donald J. Trump,@realDonaldTrump,11,,,,,,,
@FoxNews,,Mark Stewart Greenstein,@Stewart4Liberty,11,,,,,,,
@FoxNews,,C. Wesley Morgan,@cwesleymorgan,11,,,,,,,
@POLITICO,,Amy Klobuchar,@amyklobuchar,4,,,,,,,
@POLITICO,,Bill Weld,@GovBillWeld,4,,,,,,,
@POLITICO,,Seth Moulton,@sethmoulton,4,,,,,,,
@POLITICO,,Clifton Roberts,@cliftonroberts,4,,,,,,,
@TheAtlantic,,Amy Klobuchar,@amyklobuchar,8,,,,,,,
@TheAtlantic,,Augustus Sol Invictus,@EmperorInvictus,8,,,,,,,
@TheAtlantic,,Joe Walsh,@WalshFreedom,8,,,,,,,
@TheAtlantic,,The Lincoln Project,@ProjectLincoln,8,,,,,,,
@TheAtlantic,,Matthew Matern,@Matern2020,8,,,,,,,
@TheAtlantic,,Alan Howe,@HoweDefendsUSA,8,,,,,,,
@TheAtlantic,,Jim Vandermaas,@votevandermaas,8,,,,,,,
@TheAtlantic,,Gidget Groendyk,@GroendykGidget,8,,,,,,,
@UN,,Amy Klobuchar,@amyklobuchar,3,,,,,,,
@UN,,Cory Booker,@CoryBooker,3,,,,,,,
@UN,,Arvin Vohra,@VoteVohra,3,,,,,,,
@WSJ,,Amy Klobuchar,@amyklobuchar,3,,,,,,,
@WSJ,,Darcy Richardson,@DarcyRichardson,3,,,,,,,
@WSJ,,Atul Goel,@AtulGoelRaleigh,3,,,,,,,
@aldotcom,,Amy Klobuchar,@amyklobuchar,11,,,,,,,
@aldotcom,,Gary Palmer (i),@USRepGaryPalmer,11,,,,,,,
@aldotcom,,Chris Pringle,@PringleforAL01,11,,,,,,,
@aldotcom,,Bradley Byrne,@BradleyByrne,11,,,,,,,
@aldotcom,,Phyllis Harvey-Hall,@PhyllisDHHall,11,,,,,,,
@aldotcom,,Kiani Gardner,@KianiGardner,11,,,,,,,
@aldotcom,,Doug Jones,@DougJonesHQ,11,,,,,,,
@aldotcom,,Kaynen Pellegrino,@RCVAlabama,11,,,,,,,
@aldotcom,,Jeff Coleman,@JefffColeman,11,,,,,,,
@aldotcom,,Jeff Sessions,@jeffsessions,11,,,,,,,
@aldotcom,,Mike Rogers (i),@RepMikeRogersAL,11,,,,,,,
@amyklobuchar,,Amy Klobuchar,@amyklobuchar,5,,,,,,,
@amyklobuchar,,Chris Janicek,@CJSenate2020,5,,,,,,,
@amyklobuchar,,Kamala D. Harris,@KamalaHarris,5,,,,,,,
@amyklobuchar,,Pete Buttigieg,@PeteButtigieg,5,,,,,,,
@amyklobuchar,,Jaime Harrison,@harrisonjaime,5,,,,,,,
@foxnews,,Amy Klobuchar,@amyklobuchar,7,,,,,,,
@foxnews,,Christopher Stried,@FullStriedAhead,7,,,,,,,
@foxnews,,Annette Davis Jackson,@AnnetteDavisJa2,7,,,,,,,
@foxnews,,Lee Rhodes,@figward,7,,,,,,,
@foxnews,,Matthew Matern,@Matern2020,7,,,,,,,
@foxnews,,Lincoln Chafee,@LincolnChafee,7,,,,,,,
@foxnews,,C. Wesley Morgan,@cwesleymorgan,7,,,,,,,
@ajamubaraka,,Gloria La Riva,@GloriaLaRiva,4,,,,,,,
@ajamubaraka,,Gloria Estela La Riva,@GloriaLaRiva,4,,,,,,,
@ajamubaraka,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,4,,,,,,,
@ajamubaraka,,David B. Collins,@dbcgreentx,4,,,,,,,
@ajamubaraka,,Howie Hawkins,@HowieHawkins,4,,,,,,,
@blacks4peace,,Gloria La Riva,@GloriaLaRiva,4,,,,,,,
@blacks4peace,,Gloria Estela La Riva,@GloriaLaRiva,4,,,,,,,
@blacks4peace,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,4,,,,,,,
@blacks4peace,,David B. Collins,@dbcgreentx,4,,,,,,,
@blacks4peace,,Howie Hawkins,@HowieHawkins,4,,,,,,,
@1819News,,Gary Palmer (i),@USRepGaryPalmer,4,,,,,,,
@1819News,,Arnold Mooney,@ArnoldforAL,4,,,,,,,
@1819News,,Chris Pringle,@PringleforAL01,4,,,,,,,
@1819News,,Bradley Byrne,@BradleyByrne,4,,,,,,,
@GovernorKayIvey,,Gary Palmer (i),@USRepGaryPalmer,6,,,,,,,
@GovernorKayIvey,,Arnold Mooney,@ArnoldforAL,6,,,,,,,
@GovernorKayIvey,,Chris Pringle,@PringleforAL01,6,,,,,,,
@GovernorKayIvey,,Bradley Byrne,@BradleyByrne,6,,,,,,,
@GovernorKayIvey,,Jessica Taylor,@JessicaTaylorAL,6,,,,,,,
@GovernorKayIvey,,Mike Rogers (i),@RepMikeRogersAL,6,,,,,,,
@HouseCommerce,,Gary Palmer (i),@USRepGaryPalmer,3,,,,,,,
@HouseCommerce,,Bradley Byrne,@BradleyByrne,3,,,,,,,
@HouseCommerce,,Mike Rogers (i),@RepMikeRogersAL,3,,,,,,,
@JudiciaryGOP,,Gary Palmer (i),@USRepGaryPalmer,9,,,,,,,
@JudiciaryGOP,,"Glen L., Jr. Neal",@GlenNeal8,9,,,,,,,
@JudiciaryGOP,,Allen R. Waters,@AllenWatersUSA,9,,,,,,,
@JudiciaryGOP,,Amy Colter,@AmyColter,9,,,,,,,
@JudiciaryGOP,,Gavin S. Clarkson,@DrGavinClarkson,9,,,,,,,
@JudiciaryGOP,,Barry Moore,@RepBarryMoore,9,,,,,,,
@JudiciaryGOP,,Donald Trump,@realDonaldTrump,9,,,,,,,
@JudiciaryGOP,,Donald J. Trump,@realDonaldTrump,9,,,,,,,
@JudiciaryGOP,,Turning Point USA,@TPUSA,9,,,,,,,
@JudiciaryGOP,,C. Wesley Morgan,@cwesleymorgan,9,,,,,,,
@RepJimBanks,,Gary Palmer (i),@USRepGaryPalmer,3,,,,,,,
@RepJimBanks,,Doug Collins,@CollinsforGA,3,,,,,,,
@RepJimBanks,,Mike Rogers (i),@RepMikeRogersAL,3,,,,,,,
@RepMikeRogersAL,,Gary Palmer (i),@USRepGaryPalmer,5,,,,,,,
@RepMikeRogersAL,,Chris Pringle,@PringleforAL01,5,,,,,,,
@RepMikeRogersAL,,Bradley Byrne,@BradleyByrne,5,,,,,,,
@RepMikeRogersAL,,Jessica Taylor,@JessicaTaylorAL,5,,,,,,,
@RepMikeRogersAL,,Mike Rogers (i),@RepMikeRogersAL,5,,,,,,,
@RepScottPerry,,Gary Palmer (i),@USRepGaryPalmer,3,,,,,,,
@RepScottPerry,,Doug Collins,@CollinsforGA,3,,,,,,,
@RepScottPerry,,Barry Moore,@RepBarryMoore,3,,,,,,,
@SenShelby,,Gary Palmer (i),@USRepGaryPalmer,5,,,,,,,
@SenShelby,,Arnold Mooney,@ArnoldforAL,5,,,,,,,
@SenShelby,,Chris Pringle,@PringleforAL01,5,,,,,,,
@SenShelby,,Bradley Byrne,@BradleyByrne,5,,,,,,,
@SenShelby,,Mike Rogers (i),@RepMikeRogersAL,5,,,,,,,
@SenTuberville,,Gary Palmer (i),@USRepGaryPalmer,5,,,,,,,
@SenTuberville,,Arnold Mooney,@ArnoldforAL,5,,,,,,,
@SenTuberville,,Jessica Taylor,@JessicaTaylorAL,5,,,,,,,
@SenTuberville,,Chris Lewis,@LewisforAL,5,,,,,,,
@SenTuberville,,Mike Rogers (i),@RepMikeRogersAL,5,,,,,,,
@spann,,Gary Palmer (i),@USRepGaryPalmer,3,,,,,,,
@spann,,Arnold Mooney,@ArnoldforAL,3,,,,,,,
@spann,,Kaynen Pellegrino,@RCVAlabama,3,,,,,,,
@APTV,,Arnold Mooney,@ArnoldforAL,4,,,,,,,
@APTV,,Chris Pringle,@PringleforAL01,4,,,,,,,
@APTV,,Bradley Byrne,@BradleyByrne,4,,,,,,,
@APTV,,Jeff Coleman,@JefffColeman,4,,,,,,,
@Braves,,Arnold Mooney,@ArnoldforAL,4,,,,,,,
@Braves,,Chris Pringle,@PringleforAL01,4,,,,,,,
@Braves,,Bradley Byrne,@BradleyByrne,4,,,,,,,
@Braves,,Allen Buckley,@BuckleyForGA,4,,,,,,,
@BreitbartNews,,Arnold Mooney,@ArnoldforAL,7,,,,,,,
@BreitbartNews,,Chris Pringle,@PringleforAL01,7,,,,,,,
@BreitbartNews,,Bradley Byrne,@BradleyByrne,7,,,,,,,
@BreitbartNews,,Jessica Taylor,@JessicaTaylorAL,7,,,,,,,
@BreitbartNews,,Gavin S. Clarkson,@DrGavinClarkson,7,,,,,,,
@BreitbartNews,,Turning Point USA,@TPUSA,7,,,,,,,
@BreitbartNews,,Donna Rice,@DonnaForWyoming,7,,,,,,,
@CapitolJournal,,Arnold Mooney,@ArnoldforAL,4,,,,,,,
@CapitolJournal,,Chris Pringle,@PringleforAL01,4,,,,,,,
@CapitolJournal,,Bradley Byrne,@BradleyByrne,4,,,,,,,
@CapitolJournal,,Jeff Coleman,@JefffColeman,4,,,,,,,
@LagniappeMobile,,Arnold Mooney,@ArnoldforAL,3,,,,,,,
@LagniappeMobile,,Chris Pringle,@PringleforAL01,3,,,,,,,
@LagniappeMobile,,Bradley Byrne,@BradleyByrne,3,,,,,,,
@MattSimpson,,Arnold Mooney,@ArnoldforAL,3,,,,,,,
@MattSimpson,,Chris Pringle,@PringleforAL01,3,,,,,,,
@MattSimpson,,Jeff Sessions,@jeffsessions,3,,,,,,,
@fmtalk1065,,Arnold Mooney,@ArnoldforAL,3,,,,,,,
@fmtalk1065,,Chris Pringle,@PringleforAL01,3,,,,,,,
@fmtalk1065,,Bradley Byrne,@BradleyByrne,3,,,,,,,
@jeff_poor,,Arnold Mooney,@ArnoldforAL,3,,,,,,,
@jeff_poor,,Chris Pringle,@PringleforAL01,3,,,,,,,
@jeff_poor,,Bradley Byrne,@BradleyByrne,3,,,,,,,
@toddcstacy,,Arnold Mooney,@ArnoldforAL,4,,,,,,,
@toddcstacy,,Chris Pringle,@PringleforAL01,4,,,,,,,
@toddcstacy,,Bradley Byrne,@BradleyByrne,4,,,,,,,
@toddcstacy,,Jeff Coleman,@JefffColeman,4,,,,,,,
@willainsworthAL,,Arnold Mooney,@ArnoldforAL,5,,,,,,,
@willainsworthAL,,Chris Pringle,@PringleforAL01,5,,,,,,,
@willainsworthAL,,Bradley Byrne,@BradleyByrne,5,,,,,,,
@willainsworthAL,,Jessica Taylor,@JessicaTaylorAL,5,,,,,,,
@willainsworthAL,,Mike Rogers (i),@RepMikeRogersAL,5,,,,,,,
@yhn,,Arnold Mooney,@ArnoldforAL,5,,,,,,,
@yhn,,Chris Pringle,@PringleforAL01,5,,,,,,,
@yhn,,Bradley Byrne,@BradleyByrne,5,,,,,,,
@yhn,,Jessica Taylor,@JessicaTaylorAL,5,,,,,,,
@yhn,,Mike Rogers (i),@RepMikeRogersAL,5,,,,,,,
@GOPoversight,,Bradley Byrne,@BradleyByrne,5,,,,,,,
@GOPoversight,,"Glen L., Jr. Neal",@GlenNeal8,5,,,,,,,
@GOPoversight,,Gavin S. Clarkson,@DrGavinClarkson,5,,,,,,,
@GOPoversight,,Barry Moore,@RepBarryMoore,5,,,,,,,
@GOPoversight,,Turning Point USA,@TPUSA,5,,,,,,,
@EricTrump,,Sheila Tittle,@SammTittle,5,,,,,,,
@EricTrump,,"Sheila ""Samm"" Tittle",@SammTittle,5,,,,,,,
@EricTrump,,Claire Elisabeth Elliott,@1stGirlPres,5,,,,,,,
@EricTrump,,Eric James Borrell,@BorrellEric,5,,,,,,,
@EricTrump,,Donald Trump,@realDonaldTrump,5,,,,,,,
@EricTrump,,Donald J. Trump,@realDonaldTrump,5,,,,,,,
@EricTrump,,David Schuster,@SCHUSTERCAMPAI1,5,,,,,,,
@KariLake,,Sheila Tittle,@SammTittle,4,,,,,,,
@KariLake,,"Sheila ""Samm"" Tittle",@SammTittle,4,,,,,,,
@KariLake,,"Glen L., Jr. Neal",@GlenNeal8,4,,,,,,,
@KariLake,,Gerard Beloin,@GerardBeloin,4,,,,,,,
@KariLake,,"""Xan"" John",@GovernorXanJohn,4,,,,,,,
@LaraLeaTrump,,Sheila Tittle,@SammTittle,5,,,,,,,
@LaraLeaTrump,,"Sheila ""Samm"" Tittle",@SammTittle,5,,,,,,,
@LaraLeaTrump,,Claire Elisabeth Elliott,@1stGirlPres,5,,,,,,,
@LaraLeaTrump,,Eric James Borrell,@BorrellEric,5,,,,,,,
@LaraLeaTrump,,Donald Trump,@realDonaldTrump,5,,,,,,,
@LaraLeaTrump,,Donald J. Trump,@realDonaldTrump,5,,,,,,,
@LaraLeaTrump,,David Schuster,@SCHUSTERCAMPAI1,5,,,,,,,
@StJude,,Sheila Tittle,@SammTittle,5,,,,,,,
@StJude,,"Sheila ""Samm"" Tittle",@SammTittle,5,,,,,,,
@StJude,,Claire Elisabeth Elliott,@1stGirlPres,5,,,,,,,
@StJude,,Eric James Borrell,@BorrellEric,5,,,,,,,
@StJude,,Donald Trump,@realDonaldTrump,5,,,,,,,
@StJude,,Donald J. Trump,@realDonaldTrump,5,,,,,,,
@StJude,,David Schuster,@SCHUSTERCAMPAI1,5,,,,,,,
@Trump,,Sheila Tittle,@SammTittle,5,,,,,,,
@Trump,,"Sheila ""Samm"" Tittle",@SammTittle,5,,,,,,,
@Trump,,Claire Elisabeth Elliott,@1stGirlPres,5,,,,,,,
@Trump,,Eric James Borrell,@BorrellEric,5,,,,,,,
@Trump,,Donald Trump,@realDonaldTrump,5,,,,,,,
@Trump,,Donald J. Trump,@realDonaldTrump,5,,,,,,,
@Trump,,David Schuster,@SCHUSTERCAMPAI1,5,,,,,,,
@TrumpWinery,,Sheila Tittle,@SammTittle,5,,,,,,,
@TrumpWinery,,"Sheila ""Samm"" Tittle",@SammTittle,5,,,,,,,
@TrumpWinery,,Claire Elisabeth Elliott,@1stGirlPres,5,,,,,,,
@TrumpWinery,,Eric James Borrell,@BorrellEric,5,,,,,,,
@TrumpWinery,,Donald Trump,@realDonaldTrump,5,,,,,,,
@TrumpWinery,,Donald J. Trump,@realDonaldTrump,5,,,,,,,
@TrumpWinery,,David Schuster,@SCHUSTERCAMPAI1,5,,,,,,,
@DavidAFrench,,Tom Hoefling,@TomHoefling,3,,,,,,,
@DavidAFrench,,"George S., Jr. Flinn",@GeorgeFlinn,3,,,,,,,
@DavidAFrench,,Mark Sanford,@MarkSanford,3,,,,,,,
